numero_arrete,titre,autorite_responsable,signataire,date_publication,date_signature,poids_pdf_ko,concerne_circulation,concerne_stationnement,est_temporaire,explnum_id,pdf_s3_url,date_scrape
2025 T 17845,"Arrêté n° 2025 T 17845 modifiant, à titre provisoire, la règle de stationnement et de circulation générale impasse Nationale et rue Nationale, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,21/10/2025,51,True,True,True,44348,s3://parisarretes/arretes/2025/2025_T_17845_022308e6.pdf,2025-10-26T17:55:52.678784
2025 T 17847,"Arrêté n° 2025 T 17847 modifiant, à titre provisoire, la règle de stationnement et de circulation générale rue de Reuilly, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,21/10/2025,51,True,True,True,44346,s3://parisarretes/arretes/2025/2025_T_17847_3c41c4bc.pdf,2025-10-26T17:55:52.679229
2025 T 17786,"Arrêté n° 2025 T 17786 modifiant, à titre provisoire, les règles de stationnement rue Biscornet, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,51,False,True,True,44342,s3://parisarretes/arretes/2025/2025_T_17786_f0e82e5d.pdf,2025-10-26T17:56:19.411300
2025 T 17793,"Arrêté n° 2025 T 17793 modifiant, à titre provisoire, les règles de stationnement rue Bobillot, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,50,False,True,True,44338,s3://parisarretes/arretes/2025/2025_T_17793_1d40c4dd.pdf,2025-10-26T17:56:19.412506
2025 T 17789,"Arrêté n° 2025 T 17789 modifiant, à titre provisoire, les règles de stationnement, rue Bastien Lepage, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,22/10/2025,17/10/2025,51,False,True,True,44340,s3://parisarretes/arretes/2025/2025_T_17789_ac74f697.pdf,2025-10-26T17:56:19.411993
2025 T 17784,"Arrêté n° 2025 T 17784 modifiant, à titre provisoire, les règles de stationnement, rue Duban, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,22/10/2025,17/10/2025,51,False,True,True,44341,s3://parisarretes/arretes/2025/2025_T_17784_86f246c3.pdf,2025-10-26T17:56:19.411735
2025 T 17775,"Arrêté n° 2025 T 17775 modifiant, à titre provisoire, les règles de stationnement rue d'Assas, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,20/10/2025,110,False,True,True,44336,s3://parisarretes/arretes/2025/2025_T_17775_1e6579d3.pdf,2025-10-26T17:56:19.412978
2025 T 17778,"Arrêté n° 2025 T 17778 modifiant, à titre provisoire, les règles de stationnement rue du Sahel, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,50,False,True,True,44339,s3://parisarretes/arretes/2025/2025_T_17778_e68535ea.pdf,2025-10-26T17:56:19.412261
2025 T 17797,"Arrêté n° 2025 T 17797 modifiant, à titre provisoire, les règles de stationnement et de circulation générale rue Lacuée, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,51,True,True,True,44337,s3://parisarretes/arretes/2025/2025_T_17797_c5e95b8c.pdf,2025-10-26T17:56:19.412742
2025 T 17773,"Arrêté n° 2025 T 17773 modifiant, à titre provisoire, les règles de stationnement rue du Niger, à Paris 12e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,50,False,True,True,44334,s3://parisarretes/arretes/2025/2025_T_17773_e1b1bf55.pdf,2025-10-26T17:56:19.413509
2025 T 17798,"Arrêté n° 2025 T 17798 modifiant, à titre provisoire, les règles de stationnement rue Caillaux, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,50,False,True,True,44335,s3://parisarretes/arretes/2025/2025_T_17798_206e1824.pdf,2025-10-26T17:56:19.413265
2025 T 17800,"Arrêté n° 2025 T 17800 modifiant, à titre provisoire, les règles de stationnement rue de Luynes, à Paris 7e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,17/10/2025,49,False,True,True,44333,s3://parisarretes/arretes/2025/2025_T_17800_4b17b6e1.pdf,2025-10-26T17:56:19.413748
2025 T 17733,"Arrêté n° 2025 T 17733 modifiant, à titre provisoire, la circulation générale des cycles place de la Bataille de Stalingrad, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,22/10/2025,20/10/2025,50,True,False,True,44328,s3://parisarretes/arretes/2025/2025_T_17733_e8d59211.pdf,2025-10-26T17:56:51.975497
2025 T 17742,"Arrêté n° 2025 T 17742 modifiant, à titre provisoire, les règles de circulation place Auguste Baron, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,22/10/2025,20/10/2025,50,True,False,True,44330,s3://parisarretes/arretes/2025/2025_T_17742_aa2a943f.pdf,2025-10-26T17:56:51.974733
2025 T 17803,"Arrêté n° 2025 T 17803 modifiant, à titre provisoire, les règles de stationnement rue de la Sablière, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,17/10/2025,49,False,True,True,44329,s3://parisarretes/arretes/2025/2025_T_17803_eabd72ae.pdf,2025-10-26T17:56:51.975968
2025 T 17748,"Arrêté n° 2025 T 17748 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue de Colmar, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,22/10/2025,20/10/2025,51,False,True,True,44332,s3://parisarretes/arretes/2025/2025_T_17748_e06ab702.pdf,2025-10-26T17:56:51.973753
2025 T 17802,"Arrêté n° 2025 T 17802 modifiant, à titre provisoire, les règles de stationnement rue Censier, à Paris 5e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,17/10/2025,102,False,True,True,44331,s3://parisarretes/arretes/2025/2025_T_17802_94132123.pdf,2025-10-26T17:56:51.974278
2025 T 17804,"Arrêté n° 2025 T 17804 modifiant, à titre provisoire, les règles de stationnement rue Saint-Dominique, à Paris 7e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,17/10/2025,50,False,True,True,44326,s3://parisarretes/arretes/2025/2025_T_17804_6e8345c5.pdf,2025-10-26T17:56:51.976912
2025 T 17701,"Arrêté n° 2025 T 17701 modifiant, à titre provisoire, les règles de stationnement rue de la Petite Pierre, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,22/10/2025,20/10/2025,49,False,True,True,44325,s3://parisarretes/arretes/2025/2025_T_17701_a8a0c78d.pdf,2025-10-26T17:56:51.977412
2025 T 17697,"Arrêté n° 2025 T 17697 modifiant, à titre provisoire, les règles de stationnement et de circulation générale rue Monticelli, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,15/10/2025,60,True,True,True,44324,s3://parisarretes/arretes/2025/2025_T_17697_2586144c.pdf,2025-10-26T17:56:51.977933
2025 T 17722,"Arrêté n° 2025 T 17722 modifiant, à titre provisoire, les règles de stationnement rue Dauphine, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,15/10/2025,101,False,True,True,44327,s3://parisarretes/arretes/2025/2025_T_17722_bc49f7ab.pdf,2025-10-26T17:56:51.976423
2025 T 17809,"Arrêté n° 2025 T 17809 modifiant, à titre provisoire, les règles de stationnement et de circulation générale dans plusieurs voies, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,22/10/2025,20/10/2025,55,True,True,True,44323,s3://parisarretes/arretes/2025/2025_T_17809_219c5a0c.pdf,2025-10-26T17:56:51.978233
2025 T 17347,"Arrêté n° 2025 T 17347 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale rue Bergère, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,22/10/2025,17/10/2025,120,True,True,True,44320,s3://parisarretes/arretes/2025/2025_T_17347_89cb2593.pdf,2025-10-26T17:57:20.206923
2025 T 17541,"Arrêté n° 2025 T 17541 modifiant, à titre provisoire, la règle de stationnement rue Dulong, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,21/10/2025,15/10/2025,103,False,True,True,44311,s3://parisarretes/arretes/2025/2025_T_17541_41314736.pdf,2025-10-26T17:57:20.207853
2025 T 17580,"Arrêté n° 2025 T 17580 modifiant, à titre provisoire, la règle du stationnement rue du Terrage, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,133,False,True,True,44309,s3://parisarretes/arretes/2025/2025_T_17580_b60db7c3.pdf,2025-10-26T17:57:20.208862
2025 T 17819,"Arrêté n° 2025 T 17819 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue d'Hautpoul, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,22/10/2025,20/10/2025,50,False,True,True,44321,s3://parisarretes/arretes/2025/2025_T_17819_fd7449ce.pdf,2025-10-26T17:57:20.206450
2025 T 17682,"Arrêté n° 2025 T 17682 modifiant, à titre provisoire, les règles de circulation générale avenue René Coty, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,22/10/2025,15/10/2025,49,True,False,True,44322,s3://parisarretes/arretes/2025/2025_T_17682_73bb5e72.pdf,2025-10-26T17:57:20.205735
2025 T 17543,"Arrêté n° 2025 T 17543 modifiant, à titre provisoire, la règle de stationnement rue Théodule Ribot, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,21/10/2025,15/10/2025,103,False,True,True,44312,s3://parisarretes/arretes/2025/2025_T_17543_f02f1335.pdf,2025-10-26T17:57:20.207389
2025 T 17186,"Arrêté n° 2025 T 17186 modifiant, à titre provisoire, la règle du stationnement rue Notre-Dame de Nazareth, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,135,False,True,True,44310,s3://parisarretes/arretes/2025/2025_T_17186_d39c644c.pdf,2025-10-26T17:57:20.208354
2025 T 17603,"Arrêté n° 2025 T 17603 modifiant, à titre provisoire, la règle de la circulation générale boulevard des Batignolles, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,21/10/2025,13/10/2025,103,True,False,True,44308,s3://parisarretes/arretes/2025/2025_T_17603_0e92048a.pdf,2025-10-26T17:57:20.209190
2025 E 17674,"Arrêté n° 2025 E 17674 modifiant, à titre provisoire, la règle de la circulation générale rue du Petit Musc, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,135,True,False,True,44307,s3://parisarretes/arretes/2025/2025_E_17674_48b6d9df.pdf,2025-10-26T17:57:20.209440
2025 T 17715,"Arrêté n° 2025 T 17715 modifiant, à titre provisoire, la règle de stationnement rue Ampère, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,21/10/2025,15/10/2025,103,False,True,True,44306,s3://parisarretes/arretes/2025/2025_T_17715_bfad3f32.pdf,2025-10-26T17:57:20.209681
2025 T 17719,"Arrêté n° 2025 T 17719 modifiant, à titre provisoire, les règles de stationnement, rue Henri Heine, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/10/2025,15/10/2025,51,False,True,True,44305,s3://parisarretes/arretes/2025/2025_T_17719_9bcf9387.pdf,2025-10-26T17:57:50.714635
2025 E 17624,"Arrêté n° 2025 E 17624 modifiant, à titre provisoire, la règle de la circulation générale rue du Temple, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,134,True,False,True,44304,s3://parisarretes/arretes/2025/2025_E_17624_31c78e27.pdf,2025-10-26T17:57:50.715007
2025 T 17606,"Arrêté n° 2025 T 17606 modifiant, à titre provisoire, la règle de la circulation générale rue Pastourelle, à Paris 3e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,133,True,False,True,44298,s3://parisarretes/arretes/2025/2025_T_17606_907f81e7.pdf,2025-10-26T17:57:50.715773
2025 C 17732,"Arrêté n° 2025 C 17732 modifiant, à titre provisoire, la règle de la circulation générale rue Martel, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,133,True,False,True,44302,s3://parisarretes/arretes/2025/2025_C_17732_9870a993.pdf,2025-10-26T17:57:50.715272
2025 T 17764,"Arrêté n° 2025 T 17764 modifiant, à titre provisoire, la règle du stationnement rue du Faubourg Saint-Martin, à Paris 10e",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,133,False,True,True,44297,s3://parisarretes/arretes/2025/2025_T_17764_f33bbc25.pdf,2025-10-26T17:57:50.716012
2025 T 17602,"Arrêté n° 2025 T 17602 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale Boulevard de Strasbourg, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,140,True,True,True,44296,s3://parisarretes/arretes/2025/2025_T_17602_bc99a692.pdf,2025-10-26T17:57:50.716410
2025 T 17613,"Arrêté n° 2025 T 17613 modifiant, à titre provisoire, la règle du stationnement rue Taitbout et rue Catherine de la Rochefoucauld, à Paris 9e",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,135,False,True,True,44301,s3://parisarretes/arretes/2025/2025_T_17613_bffe68a0.pdf,2025-10-26T17:57:50.715527
2025 T 17601,"Arrêté n° 2025 T 17601 modifiant, à titre provisoire, la règle du stationnement rue Jacques Louvel-Tessier, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,134,False,True,True,44294,s3://parisarretes/arretes/2025/2025_T_17601_b25429a3.pdf,2025-10-26T17:57:50.716838
2025 T 17790,"Arrêté n° 2025 T 17790 modifiant, à titre provisoire, les règles de stationnement Avenue du Colonel Bonnet, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/10/2025,17/10/2025,51,False,True,True,44293,s3://parisarretes/arretes/2025/2025_T_17790_c603b3dc.pdf,2025-10-26T17:57:50.717296
2025 T 17560,"Arrêté n° 2025 T 17560 modifiant, à titre provisoire, la règle du stationnement rue de Lancry , à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,134,False,True,True,44291,s3://parisarretes/arretes/2025/2025_T_17560_8ef28d8b.pdf,2025-10-26T17:57:50.717734
2025 T 17636,"Arrêté n° 2025 T 17636 modifiant, à titre provisoire, les règles de circulation et de stationnement rue de l'Orillon et autres voies, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,21/10/2025,14/10/2025,106,True,True,True,44279,s3://parisarretes/arretes/2025/2025_T_17636_b7f20b57.pdf,2025-10-26T17:58:18.754510
2025 T 17751,"Arrêté n° 2025 T 17751 modifiant, à titre provisoire, la règle du stationnement rue Rambuteau, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,133,False,True,True,44281,s3://parisarretes/arretes/2025/2025_T_17751_3c6c6bd0.pdf,2025-10-26T17:58:18.754080
2025 T 17625,"Arrêté n° 2025 T 17625 modifiant, à titre provisoire, la règle du stationnement rue du Roi de Sicile, à Paris 4e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,134,False,True,True,44278,s3://parisarretes/arretes/2025/2025_T_17625_6e839327.pdf,2025-10-26T17:58:18.754916
2025 T 17774,"Arrêté n° 2025 T 17774 modifiant, à titre provisoire, les règles de circulation rue de Javel à 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/10/2025,17/10/2025,103,True,False,True,44282,s3://parisarretes/arretes/2025/2025_T_17774_d454a81c.pdf,2025-10-26T17:58:18.753665
2025 T 17763,"Arrêté n° 2025 T 17763 modifiant, à titre provisoire, les règles de stationnement rue Jobbé Duval, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,21/10/2025,17/10/2025,51,False,True,True,44284,s3://parisarretes/arretes/2025/2025_T_17763_ce7d5251.pdf,2025-10-26T17:58:18.752850
2025 T 17612,"Arrêté n° 2025 T 17612 modifiant, à titre provisoire, les règles de circulation et de stationnement rue de la Folie-Méricourt, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,21/10/2025,13/10/2025,103,True,True,True,44276,s3://parisarretes/arretes/2025/2025_T_17612_dcd31f2e.pdf,2025-10-26T17:58:18.755393
2025 T 17598,"Arrêté n° 2025 T 17598 modifiant, à titre provisoire, les règles de circulation et de stationnement rue Mercoeur, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,21/10/2025,13/10/2025,141,True,True,True,44273,s3://parisarretes/arretes/2025/2025_T_17598_8eba4d98.pdf,2025-10-26T17:58:18.755809
2025 T 17581,"Arrêté n° 2025 T 17581 modifiant, à titre provisoire, la règle de la circulation générale rue Pillet-Will, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,134,True,False,True,44271,s3://parisarretes/arretes/2025/2025_T_17581_0ce5a0f6.pdf,2025-10-26T17:58:18.756236
2025 T 16917,"Arrêté n° 2025 T 16917 modifiant, à titre provisoire, la règle du stationnement rue Le Peletier, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,132,False,True,True,44268,s3://parisarretes/arretes/2025/2025_T_16917_1a1dc095.pdf,2025-10-26T17:58:18.757124
2025 T 17436,"Arrêté n° 2025 T 17436 modifiant, à titre provisoire, la règle de la circulation générale rue La Fayette, à Paris 9e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,134,True,False,True,44270,s3://parisarretes/arretes/2025/2025_T_17436_f4328ff4.pdf,2025-10-26T17:58:18.756658
2025 C 17692,"Arrêté n° 2025 C 17692 modifiant, à titre provisoire, la règle du stationnement dans plusieurs voies, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,137,True,True,True,44264,s3://parisarretes/arretes/2025/2025_C_17692_7d1f80c9.pdf,2025-10-26T17:58:46.861719
2025 T 16877,"Arrêté n° 2025 T 16877 modifiant, à titre provisoire, la règle du stationnement rue Beaurepaire, à Paris 10e.",Direction de la Voirie et des Déplacements,Lalia OUTMEZAB,21/10/2025,17/10/2025,133,False,True,True,44267,s3://parisarretes/arretes/2025/2025_T_16877_465eeca6.pdf,2025-10-26T17:58:46.861017
